SKU,url,name,Unit,QTY on Hand,Our Price,Selling Price,KM PRICE,Account,Taxable?,Description,Cost Price,Account.1,Owner Type,Equipment Category,image_url
643564633942,https://kmrentaleq.com/Muscle-Cart.html,Muscle Cart,Rental Duration (hr),2,,$50.00,$50.00,Rental Sales,Yes,,$30.00,Cost of Goods Sold,3rd Party Equipment,Grip & Support,https://kmrentaleq.com/images/P/LT3403-1.jpg
158095404292,https://kmrentaleq.com/Nikon-Battery-Grip-MB-D12-Kit.html,Nikon | Battery Grip | MB-D12 | Kit,Rental Duration (hr),2,,$25.00,$25.00,Rental Sales,Yes,Nikon Battery Grip MB-D12 | Nikon Battery Tray MS-D12 | Nikon Battery Tray MS-D12EN | Nikon Battery Grip Bag,$15.00,Cost of Goods Sold,3rd Party Equipment,Stills Cameras,https://kmrentaleq.com/images/P/DG1131-1.jpg
566271418139,https://kmrentaleq.com/Nikon-D5-Kit.html,Nikon | D5 | Kit,Rental Duration (hr),2,,$175.00,$175.00,Rental Sales,Yes,"Nikon D5 | 2x Nikon Battery EN-EL18a | Nikon Charger MH-26a | 2x Sony XQD 64GB 400 MB/S | Sony XQD Card Reader G Series | TetherPro USB 3.0 Micro-B cable 15' | TetherBoost Pro USB 3.0 13.5"" | TetherBoost Pro USB DC Cable 3'",$105.00,Cost of Goods Sold,3rd Party Equipment,Stills Cameras,https://kmrentaleq.com/images/P/DG1740-1.jpg
338912790952,https://kmrentaleq.com/Nikon-D810-Kit.html,Nikon | D810 | Kit,Rental Duration (hr),2,,$80.00,$80.00,Rental Sales,Yes,"Nikon D810 | 2x Nikon Battery EN-EL15 | Nikon Charger MH-25A | 2x Hoodman 32GB 150mb/s CF Card | Hoodman Card Reader USB 3.0 | TetherPro USB 3.0 Micro-B Cable 15' | TetherBoost Pro USB 3.0 13.5"" | TetherBoost Pro USB DC Cable 3'",$48.00,Cost of Goods Sold,3rd Party Equipment,Stills Cameras,https://kmrentaleq.com/images/P/DG1531-1.jpg
178183326986,https://kmrentaleq.com/Nikon-D850-Kit.html,Nikon | D850 | Kit,Rental Duration (hr),2,,$175.00,$175.00,Rental Sales,Yes,,$105.00,Cost of Goods Sold,3rd Party Equipment,Stills Cameras,https://kmrentaleq.com/images/P/1585_D850.png
151750432393,https://kmrentaleq.com/Nikon-F5-Kit.html,Nikon | F5 | Kit |,Rental Duration (hr),2,,$75.00,$75.00,Rental Sales,Yes,Nikon F5 Body only,$45.00,Cost of Goods Sold,3rd Party Equipment,Stills Cameras,https://kmrentaleq.com/images/P/f5.png
168224597520,https://kmrentaleq.com/Nikon-F6-Kit.html,Nikon | F6 | Kit,Rental Duration (hr),2,,$50.00,$50.00,Rental Sales,Yes,Nikon F6 | Nikon Battery Holder CR123 MS-41 | Nikon Body Cap BF-1B | Small Gadget Bag,$30.00,Cost of Goods Sold,3rd Party Equipment,Stills Cameras,https://kmrentaleq.com/images/P/CM1858-1.jpg
102444837206,https://kmrentaleq.com/Nikon-FTZ-Mount-Adapter-Nikon-F-to-Z-mount.html,Nikon FTZ Mount Adapter | Nikon F to Z Mount |,Rental Duration (hr),2,,$25.00,$25.00,Rental Sales,Yes,,$15.00,Cost of Goods Sold,3rd Party Equipment,Lenses,https://kmrentaleq.com/images/P/ftz.jpg
400274393218,https://kmrentaleq.com/Nikon-Lens-14mm-f/2.8D-ED-Kit.html,Nikon Lens | 14mm f/2.8D ED | Kit,Rental Duration (hr),2,,$45.00,$45.00,Rental Sales,Yes,Nikon Lens AF 14mm f/2.8D ED | Nikon Rear Lens Cap LF-4,$27.00,Cost of Goods Sold,3rd Party Equipment,Lenses,https://kmrentaleq.com/images/P/CM1296-1.jpg
121343363667,https://kmrentaleq.com/Nikon-Lens-17-35mm-f/2.8D-ED-Kit.html,Nikon Lens | 17-35mm f/2.8D ED | Kit,Rental Duration (hr),2,,$25.00,$25.00,Rental Sales,Yes,Nikon Lens AF 17-35 f/2.8D ED | Nikon Lens Hood HB-23 | Nikon Rear Lens Cap LF-4,$15.00,Cost of Goods Sold,3rd Party Equipment,Lenses,https://kmrentaleq.com/images/P/CM1301-1.jpg
128866919900,https://kmrentaleq.com/Nikon-Lens-200mm-f/2G-ED-II-Kit.html,Nikon Lens | 200mm f/2G ED II | Kit,Rental Duration (hr),2,,$125.00,$125.00,Rental Sales,Yes,Nikon Lens AF-S 200mm f/2G ED VR II | Nikon Lens Hood HK-31 | Nikon 52mm Filter Holder w/52mm NC Filter for Tele-Lenses | Nikon Rear Lens Cap LF-4 | Nikon Slip-On Lens Cover | Nikon Case CL-L1,$75.00,Cost of Goods Sold,3rd Party Equipment,Lenses,https://kmrentaleq.com/images/P/CM1782-1.jpg
144770748025,https://kmrentaleq.com/Nikon-Lens-20mm-f/1.8G-ED-Kit.html,Nikon Lens | 20mm f/1.8G ED | Kit,Rental Duration (hr),2,,$25.00,$25.00,Rental Sales,Yes,Nikon AF-S 20mm f/1.8G ED | Nikon Lens Hood HB-72 | Nikon Front Lens Cap LC-77 | Nikon Rear Lens Cap LF-4,$15.00,Cost of Goods Sold,3rd Party Equipment,Lenses,https://kmrentaleq.com/images/P/CM1862-1.jpg
145750151253,https://kmrentaleq.com/Nikon-Lens-24-70mm-f/2.8G-Kit.html,Nikon Lens | 24-70mm f/2.8G | Kit,Rental Duration (hr),2,,$25.00,$25.00,Rental Sales,Yes,Nikon Lens AF-S 24-70mm f/2.8G ED | Nikon Hood HB-40 | Nikon Rear Lens Cap LF-4,$15.00,Cost of Goods Sold,3rd Party Equipment,Lenses,https://kmrentaleq.com/images/P/CM1283-1.jpg
848683840296,https://kmrentaleq.com/Nikon-Lens-24mm-PC-E-f/3.5D-ED-Kit.html,Nikon Lens | 24mm PC-E f/3.5D ED | Kit,Rental Duration (hr),2,,$25.00,$25.00,Rental Sales,Yes,Nikon Lens PC-E 24mm f/3.5D ED Tilt/ Shift | Nikon Hood HB-41 | Nikon Rear Lens Cap,$15.00,Cost of Goods Sold,3rd Party Equipment,Lenses,https://kmrentaleq.com/images/P/CM1317-1.jpg
876496899600,https://kmrentaleq.com/Nikon-Lens-24mm-f/1.4G-ED-Kit.html,Nikon Lens | 24mm f/1.4G ED | Kit,Rental Duration (hr),2,,$25.00,$25.00,Rental Sales,Yes,Nikon Lens AF-S 24mm f/1.4G ED | Nikon Lens Hood HB-51 | Nikon Rear Lens Cap LF-4,$15.00,Cost of Goods Sold,3rd Party Equipment,Lenses,https://kmrentaleq.com/images/P/CM1322-1.jpg
834583776968,https://kmrentaleq.com/Nikon-Lens-28mm-f/1.8G-Kit.html,Nikon Lens | 28mm f/1.8G | Kit,Rental Duration (hr),2,,$25.00,$25.00,Rental Sales,Yes,Nikon Lens AF-S 28mm f/1.8G | Nikon Lens Hood HB-64 | Nikon Rear Lens Cap LF-4,$15.00,Cost of Goods Sold,3rd Party Equipment,Lenses,https://kmrentaleq.com/images/P/CM1494-1.jpg
167757308080,https://kmrentaleq.com/Nikon-Lens-300mm-f/2.8G-Kit.html,Nikon Lens | 300mm f/2.8G | Kit,Rental Duration (hr),2,,$125.00,$125.00,Rental Sales,Yes,Nikon Lens AF-S 300mm f/2.8G ED VR | Nikon 52mm Filter Holder w/52mm NC Filter for Tele-Lenses | Nikon Case CL-L1 | Nikon Lens Hood HK-30 | Nikon Slip-On Lens Cover | Nikon Rear Lens Cap,$75.00,Cost of Goods Sold,3rd Party Equipment,Lenses,https://kmrentaleq.com/images/P/CM1324-1.jpg
320007913842,https://kmrentaleq.com/Nikon-Lens-35mm-f/1.4G-Kit.html,Nikon Lens | 35mm f/1.4G | Kit,Rental Duration (hr),2,,$25.00,$25.00,Rental Sales,Yes,Nikon Lens AF-S 35mm f/1.4G ED | Nikon Lens Hood HB-59 | Nikon Rear Lens Cap LF-4,$15.00,Cost of Goods Sold,3rd Party Equipment,Lenses,https://kmrentaleq.com/images/P/CM1327-1.jpg
618320596883,https://kmrentaleq.com/Nikon-Lens-400mm-f/2.8D-II-Kit.html,Nikon Lens | 400mm f/2.8D II | Kit,Rental Duration (hr),2,,$125.00,$125.00,Rental Sales,Yes,Nikon Lens AF-S 400mm f/2.8D II | Nikon Slip-On Lens Cover | Nikon 52mm Filter Holder w/52mm NC Filter for Tele-Lenses | Nikon CT-404 Hard Case | Nikon Lens Hood HK-27-1/HK-27-2 | Nikon Rear Lens Cap LF-4,$75.00,Cost of Goods Sold,3rd Party Equipment,Lenses,https://kmrentaleq.com/images/P/CM1318-1.jpg
551808419866,https://kmrentaleq.com/Nikon-Lens-45mm-PC-E-Micro-f/2.8D-ED-Kit.html,Nikon Lens | 45mm PC-E Micro f/2.8D ED | Kit,Rental Duration (hr),2,,$25.00,$25.00,Rental Sales,Yes,Nikon Lens PC-E 45mm f/2.8D ED Tilt/Shift | Nikon Lens Hood HB-43 | Nikon Rear Lens Cap LF-4,$15.00,Cost of Goods Sold,3rd Party Equipment,Lenses,https://kmrentaleq.com/images/P/CM1319-1.jpg
110987182725,https://kmrentaleq.com/Nikon-Lens-50mm-f/1.4G-Kit.html,Nikon Lens | 50mm f/1.4G | Kit,Rental Duration (hr),2,,$25.00,$25.00,Rental Sales,Yes,Nikon Lens AF-S 50mm f/1.4G | Nikon Lens Hood HB-47 | Nikon Rear Lens Cap LF-4,$15.00,Cost of Goods Sold,3rd Party Equipment,Lenses,https://kmrentaleq.com/images/P/CM1321-1.jpg
103070100795,https://kmrentaleq.com/Nikon-Lens-58mm-f/1.4G-Kit.html,Nikon Lens | 58mm f/1.4G | Kit,Rental Duration (hr),2,,$35.00,$35.00,Rental Sales,Yes,Nikon Lens AF-S 58mm f/1.4G | Nikon Lens Hood HB-68 | Nikon Rear Lens Cap LF-4,$21.00,Cost of Goods Sold,3rd Party Equipment,Lenses,https://kmrentaleq.com/images/P/CM1751-1.jpg
497071154953,https://kmrentaleq.com/Nikon-Lens-70-200mm-f/2.8G-ED-VR-II-Kit.html,Nikon Lens | 70-200mm f/2.8G ED VR II | Kit,Rental Duration (hr),2,,$45.00,$45.00,Rental Sales,Yes,Nikon Lens AF-S 70-200mm f/2.8G ED VR II | Nikon Lens Hood HB-45 | Nikon Rear Lens Cap LF-4,$27.00,Cost of Goods Sold,3rd Party Equipment,Lenses,https://kmrentaleq.com/images/P/CM1323-1.jpg
118869290523,https://kmrentaleq.com/Nikon-Lens-85mm-PC-E-Micro-f/2.8D-Kit.html,Nikon Lens | 85mm PC-E Micro f/2.8D | Kit,Rental Duration (hr),2,,$35.00,$35.00,Rental Sales,Yes,Nikon Lens PC-E 85mm f/2.8D Micro Tilt/Shift | Nikon Lens Hood HB-22 | Nikon Rear Lens Cap LF-4,$21.00,Cost of Goods Sold,3rd Party Equipment,Lenses,https://kmrentaleq.com/images/P/CM1320-1.jpg
664032494782,https://kmrentaleq.com/Nikon-Lens-85mm-f/1.4G-Kit.html,Nikon Lens | 85mm f/1.4G | Kit,Rental Duration (hr),2,,$32.00,$32.00,Rental Sales,Yes,Nikon Lens AF-S 85mm f/1.4G ED | Nikon Hood HB-55 | Nikon Rear Lens Cap LF-4,$19.20,Cost of Goods Sold,3rd Party Equipment,Lenses,https://kmrentaleq.com/images/P/CM1493-1.jpg
184357273073,https://kmrentaleq.com/Nikon-Lens-AF-105mm-f-2.0D-Defocus-Control-Kit.html,Nikon Lens | AF 105mm f/2.0D Defocus Control | Kit,Rental Duration (hr),2,,$30.00,$30.00,Rental Sales,Yes,Nikon Lens AF 105mm f/2.0D Defocus Control | Nikon Front Lens Cap LC-72 | Nikon Rear Lens Cap LF-4,$18.00,Cost of Goods Sold,3rd Party Equipment,Lenses,https://kmrentaleq.com/images/P/CM1298-1.jpg
201818663870,https://kmrentaleq.com/Nikon-Lens-AF-135mm-f-2.0D-Defocus-Control-Kit.html,Nikon Lens | AF 135mm f/2.0D Defocus Control | Kit,Rental Duration (hr),2,,$35.00,$35.00,Rental Sales,Yes,Nikon Lens AF 135mm f/2.0D Defocus Control | Nikon Front Lens Cap LC-72 | Nikon Rear Lens Cap LF-4,$21.00,Cost of Goods Sold,3rd Party Equipment,Lenses,https://kmrentaleq.com/images/P/CM1300-1.jpg
426356344828,https://kmrentaleq.com/Nikon-Lens-AF-S-105mm-f-2.8G-Micro-ED-IF-VR-Kit.html,Nikon Lens | AF-S 105mm f/2.8G Micro ED-IF VR | Kit,Rental Duration (hr),2,,$35.00,$35.00,Rental Sales,Yes,Nikon Lens AF-S 105mm f/2.8G Micro ED-IF VR | Nikon Hood HB-38 | Nikon Rear Lens Cap LF-4,$21.00,Cost of Goods Sold,3rd Party Equipment,Lenses,https://kmrentaleq.com/images/P/CM1314-1.jpg
178133482327,https://kmrentaleq.com/Nikon-Lens-Z-24-70mm-f-4-S.html,Nikon | Lens Z | 24-70mm f/4 S |,Rental Duration (hr),2,,$35.00,$35.00,Rental Sales,Yes,,$21.00,Cost of Goods Sold,3rd Party Equipment,Lenses,https://kmrentaleq.com/images/P/nikon_20072_nikkor_z_24_70mm_f_4_1535007314000_1431708.jpg
199168747953,https://kmrentaleq.com/Nikon-Lens-Z-35mm-f-1.8-S.html,Nikon | Lens Z | 35mm f/1.8 S |,Rental Duration (hr),2,,$35.00,$35.00,Rental Sales,Yes,,$21.00,Cost of Goods Sold,3rd Party Equipment,Lenses,https://kmrentaleq.com/images/P/nikon_20081_nikkor_z_35mm_f_1_8_1535007314000_1431709.jpg
113205424380,https://kmrentaleq.com/Nikon-SC-29-TTL-Off-Camera-Shoe-Cord-with-AF-Assist.html,Nikon | SC-29 | TTL Off-Camera Shoe Cord with AF Assist,Rental Duration (hr),2,,$10.00,$10.00,Rental Sales,Yes,,$6.00,Cost of Goods Sold,3rd Party Equipment,Lighting,https://kmrentaleq.com/images/P/CM1329-1.jpg
211019521813,https://kmrentaleq.com/Nikon-Speedlight-SB-910-Kit.html,Nikon | Speedlight | SB-910 | Kit,Rental Duration (hr),2,,$35.00,$35.00,Rental Sales,Yes,Nikon Speedlight SB-910 | Nikon Diffuser SW-13H | Nikon Filter Flourescent SZ-2FL | Nikon Filter Incandescent SZ-2FL | Nikon Speedlight Stand AS-21 | Nikon Case SS-9910,$21.00,Cost of Goods Sold,3rd Party Equipment,Lighting,https://kmrentaleq.com/images/P/CM1488-1.jpg
260783144885,https://kmrentaleq.com/Nikon-Tether-Kit-OEM-D5-3.html,Nikon | Tether Kit | OEM | D5 | 3',Rental Duration (hr),2,,$5.00,$5.00,Rental Sales,Yes,Nikon USB 3.0 Micro-B Cable UC-E22 3' | Nikon USB 3.0 Cable Clip D5,$3.00,Cost of Goods Sold,3rd Party Equipment,Accessories & Control,https://kmrentaleq.com/images/P/VD1987-1.jpg
644208844328,https://kmrentaleq.com/Nikon-Tether-Kit-OEM-D810-3.html,Nikon | Tether Kit | OEM | D810 | 3',Rental Duration (hr),2,,$5.00,$5.00,Rental Sales,Yes,Nikon USB 3.0 Micro-B Cable UC-E22 3' | Nikon USB 3.0 Cable Clip D810,$3.00,Cost of Goods Sold,3rd Party Equipment,Accessories & Control,https://kmrentaleq.com/images/P/VD1987-1.jpg
759481280155,https://kmrentaleq.com/Nikon-Z7-Mirrorless-Camera.html,Nikon | Z7 | Mirrorless Camera |,Rental Duration (hr),2,,$195.00,$195.00,Rental Sales,Yes,Nikon Z7 Mirrorless Digital Camera | Nikon Charger MG-25A EN-EL15 | Nikon Battery EN-EL15B | Sony XQD 64GB 400 MB/S,$117.00,Cost of Goods Sold,3rd Party Equipment,Stills Cameras,https://kmrentaleq.com/images/P/Z7.jpg
153086909463,https://kmrentaleq.com/Nikon-Zoom-24-70mm-f-2.8e-vr.html,Nikon Zoom | 24-70mm f/2.8E VR,Rental Duration (hr),2,,$40.00,$40.00,Rental Sales,Yes,,$24.00,Cost of Goods Sold,3rd Party Equipment,Lenses,https://kmrentaleq.com/images/P/nikon_af_s_nikkor_24_70mm_f_2_8e_1438671107000_1175033.jpg
115428845278,https://kmrentaleq.com/Nisi-Optics-Athena-Tuned-Prime-25mm-T1.9-Full-Frame-Lens-PL.html,Nisi Optics | Athena Tuned Prime | 25mm | T1.9 Full Frame | Lens | PL |,Rental Duration (hr),2,,$70.00,$70.00,Rental Sales,Yes,,$42.00,Cost of Goods Sold,3rd Party Equipment,Lenses,https://kmrentaleq.com/images/P/download25.jpg
172017599270,https://kmrentaleq.com/Nisi-Optics-Athena-Tuned-Prime-35mm-T1.9-Full-Frame-Lens-PL.html,Nisi Optics | Athena Tuned Prime | 35mm | T1.9 Full Frame | Lens | PL |,Rental Duration (hr),2,,$70.00,$70.00,Rental Sales,Yes,,$42.00,Cost of Goods Sold,3rd Party Equipment,Lenses,https://kmrentaleq.com/images/P/download35.jpg
179362741262,https://kmrentaleq.com/Nisi-Optics-Athena-Tuned-Prime-50mm-T1.9-Full-Frame-Lens-PL.html,Nisi Optics | Athena Tuned Prime | 50mm | T1.9 Full Frame | Lens | PL |,Rental Duration (hr),2,,$70.00,$70.00,Rental Sales,Yes,,$42.00,Cost of Goods Sold,3rd Party Equipment,Lenses,https://kmrentaleq.com/images/P/download50.jpg
692216216620,https://kmrentaleq.com/Nisi-Optics-Athena-Tuned-Prime-85mm-T1.9-Full-Frame-Lens-PL.html,Nisi Optics | Athena Tuned Prime | 85mm | T1.9 Full Frame | Lens | PL |,Rental Duration (hr),2,,$70.00,$70.00,Rental Sales,Yes,,$42.00,Cost of Goods Sold,3rd Party Equipment,Lenses,https://kmrentaleq.com/images/P/download85.jpg
697915493614,https://kmrentaleq.com/Nisi-Optics-Athena-Tuned14.html,Nisi Optics | Athena Tuned Prime | 14mm | T2.4 Full Frame | Lens | PL |,Rental Duration (hr),2,,$80.00,$80.00,Rental Sales,Yes,,$48.00,Cost of Goods Sold,3rd Party Equipment,Lenses,https://kmrentaleq.com/images/P/download14.jpg
145118535611,https://kmrentaleq.com/Nisi-Optics-Aureus-Prime-18mm-T1.4-Full-Frame-Lens-PL.html,Nisi Optics | Aureus Prime | 18mm | T1.4 Full Frame | Lens | PL |,Rental Duration (hr),2,,$80.00,$80.00,Rental Sales,Yes,,$48.00,Cost of Goods Sold,3rd Party Equipment,Lenses,https://kmrentaleq.com/images/P/download18n.jpg
959746738503,https://kmrentaleq.com/Nisi-Optics-Aureus-Prime-24mm-T1.4-Full-Frame-Lens-PL.html,Nisi Optics | Aureus Prime | 24mm | T1.4 Full Frame | Lens | PL |,Rental Duration (hr),2,,$70.00,$70.00,Rental Sales,Yes,,$42.00,Cost of Goods Sold,3rd Party Equipment,Lenses,https://kmrentaleq.com/images/P/24mm.jpg
160162550891,https://kmrentaleq.com/Nisi-Optics-Aureus-Prime-35mm-T1.4-Full-Frame-Lens-PL.html,Nisi Optics | Aureus Prime | 35mm | T1.4 Full Frame | Lens | PL |,Rental Duration (hr),2,,$70.00,$70.00,Rental Sales,Yes,,$42.00,Cost of Goods Sold,3rd Party Equipment,Lenses,https://kmrentaleq.com/images/P/nisi_nic_aureus_35pl_aureus_prime_24mm_t1_4_1743897058_1889059.jpg
725585247049,https://kmrentaleq.com/Nisi-Optics-Aureus-Prime-50mm-T1.4-Full-Frame-Lens-PL.html,Nisi Optics | Aureus Prime | 50mm | T1.4 Full Frame | Lens | PL |,Rental Duration (hr),2,,$70.00,$70.00,Rental Sales,Yes,,$42.00,Cost of Goods Sold,3rd Party Equipment,Lenses,https://kmrentaleq.com/images/P/nisi_nic_aureus_50pl_aureus_prime_50mm_t1_4_1743897058_1889060.jpg
545309029719,https://kmrentaleq.com/Nisi-Optics-Aureus-Prime-85mm-T1.4-Full-Frame-Lens-PL.html,Nisi Optics | Aureus Prime | 85mm | T1.4 Full Frame | Lens | PL |,Rental Duration (hr),2,,$70.00,$70.00,Rental Sales,Yes,,$42.00,Cost of Goods Sold,3rd Party Equipment,Lenses,https://kmrentaleq.com/images/P/nisi_nic_aureus_85pl_aureus_prime_85mm_t1_4_1743897058_1889062.jpg
856787491143,https://kmrentaleq.com/Noga-Cine-Arm-11.html,"Noga | Cine Arm | 11""",Rental Duration (hr),2,,$5.00,$5.00,Rental Sales,Yes,,$3.00,Cost of Goods Sold,3rd Party Equipment,Grip & Support,https://kmrentaleq.com/images/P/VD1179-1.jpg
132069518985,https://kmrentaleq.com/Noga-Cine-Arm-7.html,"Noga | Cine Arm | 7""",Rental Duration (hr),2,,$5.00,$5.00,Rental Sales,Yes,,$3.00,Cost of Goods Sold,3rd Party Equipment,Grip & Support,https://kmrentaleq.com/images/P/VD1179-1.jpg
862905658107,https://kmrentaleq.com/OConnor-Sticks-Cine-HD-Baby-Tripod-Mitchell-Base.html,OConnor | Sticks | Cine HD | Baby Tripod | Mitchell Base,Rental Duration (hr),2,,$25.00,$25.00,Rental Sales,Yes,,$15.00,Cost of Goods Sold,3rd Party Equipment,Grip & Support,https://kmrentaleq.com/images/P/GP1277-1-01.jpg
118009339511,https://kmrentaleq.com/OConnor-Sticks-Cine-HD-Standard-Tripod-Mitchell-Base.html,OConnor | Sticks | Cine HD | Standard Tripod | Mitchell Base,Rental Duration (hr),2,,$35.00,$35.00,Rental Sales,Yes,,$21.00,Cost of Goods Sold,3rd Party Equipment,Grip & Support,https://kmrentaleq.com/images/P/GP1276-1.jpg
151110270603,https://kmrentaleq.com/OConnor-Ultimate-2065.html,OConnor | Ultimate 2065,Rental Duration (hr),2,,$100.00,$100.00,Rental Sales,Yes,,$60.00,Cost of Goods Sold,3rd Party Equipment,Grip & Support,https://kmrentaleq.com/images/P/GP1280-1.jpg
102106775886,https://kmrentaleq.com/OConnor-Ultimate-2575D-Mitchell-Base.html,OConnor | Ultimate 2575D | Mitchell Base,Rental Duration (hr),2,,$150.00,$150.00,Rental Sales,Yes,,$90.00,Cost of Goods Sold,3rd Party Equipment,Grip & Support,https://kmrentaleq.com/images/P/GP1279-1.jpg
456561978686,https://kmrentaleq.com/Ombre-Raincover-RED.html,Ombre | Raincover | RED,Rental Duration (hr),2,,$25.00,$25.00,Rental Sales,Yes,,$15.00,Cost of Goods Sold,3rd Party Equipment,Motion Cameras,https://kmrentaleq.com/images/P/CM1758-1.jpg
136142162775,https://kmrentaleq.com/Open-End-Scrim-18-x24-China-Silk-Black.html,"Open End Scrim | 18""x24"" | China Silk | Black",Rental Duration (hr),2,,$7.00,$7.00,Rental Sales,Yes,,$4.20,Cost of Goods Sold,3rd Party Equipment,Grip & Support,https://kmrentaleq.com/images/P/GP1197-1-02.jpg
414030901454,https://kmrentaleq.com/Open-End-Scrim-18-x24-China-Silk-White-1-4.html,"Open End Scrim | 18""x24"" | China Silk | White | 1/4",Rental Duration (hr),2,,$5.00,$5.00,Rental Sales,Yes,,$3.00,Cost of Goods Sold,3rd Party Equipment,Grip & Support,https://kmrentaleq.com/images/P/GP1200-1.jpg
120443528480,https://kmrentaleq.com/Open-End-Scrim-18-x24-China-Silk-White.html,"Open End Scrim | 18""x24"" | China Silk | White",Rental Duration (hr),2,,$5.00,$5.00,Rental Sales,Yes,,$3.00,Cost of Goods Sold,3rd Party Equipment,Grip & Support,https://kmrentaleq.com/images/P/GP1200-1-01.jpg
166403008875,https://kmrentaleq.com/Open-End-Scrim-18-x24-Double-Black.html,"Open End Scrim | 18""x24"" | Double | Black",Rental Duration (hr),2,,$7.00,$7.00,Rental Sales,Yes,,$4.20,Cost of Goods Sold,3rd Party Equipment,Grip & Support,https://kmrentaleq.com/images/P/GP1197-1-01.jpg
677244336441,https://kmrentaleq.com/Open-End-Scrim-18-x24-Halo-Silk-White.html,"Open End Scrim | 18""x24"" | Halo Silk | White",Rental Duration (hr),2,,$7.00,$7.00,Rental Sales,Yes,,$4.20,Cost of Goods Sold,3rd Party Equipment,Grip & Support,https://kmrentaleq.com/images/P/GP1201-1-04.jpg
148989805486,https://kmrentaleq.com/Open-End-Scrim-18-x24-Single-Black.html,"Open End Scrim | 18""x24"" | Single | Black",Rental Duration (hr),2,,$7.00,$7.00,Rental Sales,Yes,,$4.20,Cost of Goods Sold,3rd Party Equipment,Grip & Support,https://kmrentaleq.com/images/P/GP1198-1.jpg
170417553818,https://kmrentaleq.com/Open-End-Scrim-24-x36-1-4-Stop-Silk-White.html,"Open End Scrim | 24""x36"" | 1/4 Stop Silk | White",Rental Duration (hr),2,,$7.00,$7.00,Rental Sales,Yes,,$4.20,Cost of Goods Sold,3rd Party Equipment,Grip & Support,https://kmrentaleq.com/images/P/GP1201-1-03.jpg
633890634833,https://kmrentaleq.com/Open-End-Scrim-24-x36-China-Silk-1-4-Stop.html,"Open End Scrim | 24""x36"" | China Silk | 1/4 Stop",Rental Duration (hr),2,,$7.00,$7.00,Rental Sales,Yes,,$4.20,Cost of Goods Sold,3rd Party Equipment,Grip & Support,https://kmrentaleq.com/images/P/GP1201-1-01.jpg
121163487025,https://kmrentaleq.com/Open-End-Scrim-24-x36-China-Silk-1-Stop.html,"Open End Scrim | 24""x36"" | China Silk | 1 Stop",Rental Duration (hr),2,,$7.00,$7.00,Rental Sales,Yes,,$4.20,Cost of Goods Sold,3rd Party Equipment,Grip & Support,https://kmrentaleq.com/images/P/GP1201-1-02.jpg
136258269374,https://kmrentaleq.com/Open-End-Scrim-24-x36-Double-Black.html,"Open End Scrim | 24""x36"" | Double | Black",Rental Duration (hr),2,,$5.00,$5.00,Rental Sales,Yes,,$3.00,Cost of Goods Sold,3rd Party Equipment,Grip & Support,https://kmrentaleq.com/images/P/GP1197-1.jpg
170346099799,https://kmrentaleq.com/Open-End-Scrim-24-x36-Halo-Silk.html,"Open End Scrim | 24""x36"" | Halo Silk",Rental Duration (hr),2,,$12.00,$12.00,Rental Sales,Yes,,$7.20,Cost of Goods Sold,3rd Party Equipment,Grip & Support,https://kmrentaleq.com/images/P/GP1201-1.jpg
750034546245,https://kmrentaleq.com/Open-End-Scrim-24-x36-Single-Black.html,"Open End Scrim | 24""x36"" | Single | Black",Rental Duration (hr),2,,$5.00,$5.00,Rental Sales,Yes,,$3.00,Cost of Goods Sold,3rd Party Equipment,Grip & Support,https://kmrentaleq.com/images/P/GP1198-1-01.jpg
285098551398,https://kmrentaleq.com/Open-End-Scrim-24-x36-Single-White.html,"Open End Scrim | 24""x36"" | Single | White",Rental Duration (hr),2,,$7.00,$7.00,Rental Sales,Yes,,$4.20,Cost of Goods Sold,3rd Party Equipment,Grip & Support,https://kmrentaleq.com/images/P/GP1199-1.jpg
143038576325,https://kmrentaleq.com/Open-Ended-Scrim-Single-Net-12-x18.html,"Open Ended Scrim | Single Net | 12""x18""",Rental Duration (hr),2,,,,Rental Sales,Yes,,$0.00,Cost of Goods Sold,3rd Party Equipment,Grip & Support,https://kmrentaleq.com/images/P/GP1580-1.jpg
499794397485,https://kmrentaleq.com/Over-Head-12x12-Frame-Kit-1-1-4-Speedrail.html,Over Head | 12x12 | Frame Kit | 1 1/4 Speedrail,Rental Duration (hr),2,,$30.00,$30.00,Rental Sales,Yes,"2x Speedrail Ear 1-1/4"" | 4x Speedrail 1-1/4"" Pipe 12' | 4x Speedrail Corner 1-1/4"" | 2x Speedrail Coupler 1-1/4"" (4 Screw)",$18.00,Cost of Goods Sold,3rd Party Equipment,Grip & Support,https://kmrentaleq.com/images/P/GP1012-1-01.jpg
658283882158,https://kmrentaleq.com/Over-Head-20x20-Frame-Kit-1-1-4-Speedrail.html,Over Head | 20x20 | Frame Kit | 1 1/4 Speedrail,Rental Duration (hr),2,,$60.00,$60.00,Rental Sales,Yes,"2x Speedrail Ear 1-1/4"" | 8x Speedrail 1-1/4"" Pipe 10' | 4x Speedrail Corner 1-1/4"" | 2x Speedrail Coupler 1-1/4"" (4 Screw)",$36.00,Cost of Goods Sold,3rd Party Equipment,Grip & Support,https://kmrentaleq.com/images/P/GP1012-1-02.jpg
